AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010460,01/26/2022 00:00:00 +00:00,Officer of the Order of Australia,AO,OA,0,,Mr Andrew Alexander COLVIN APM OAM,Andrew Alexander,COLVIN,,NSW,,Australia Day 2022 Honours List,G,,"For distinguished service to law enforcement, to counter terrorism initiatives, and to bushfire recovery programs.","Australian Federal PoliceCommissioner, 2014-2019.National Coordinator for Counter Terrorism, 2002-2005. National Police Corps Netherlands Member, Pearls of Policing, Board of International Advisors (completed 2019). OtherNational Coordinator, National Bushfire Recovery Agency, 2020 - 2021.Member, Champions of Change Coalition, since 2016. Awards and recognition include:Awarded the Australian Police Medal, 2008.Awarded the Medal of the Order of Australia, 2003."
2010477,01/26/2022 00:00:00 +00:00,Officer of the Order of Australia,AO,OA,0,,Mrs Maggie BEER AM,Maggie,BEER,Nuriootpa,SA,5355,Australia Day 2022 Honours List,G,,"For distinguished service to the tourism and hospitality industries as a cook, restaurateur and author, and to aged welfare.","Food Cook, Food Author, Restaurateur and Food Manufacturer, current.South Australian Ambassador, Stephanie Alexander Kitchen Garden Foundation, current.Proprietor, Maggie Beer's Farm Shop, since 1999.Founder, Maggie Beer Food Club. Aged CareEstablished Aged Care Dining Research Project, Kalyra Communities, 2020.Testified about aged care nutrition before the Royal Commission into Aged Care, 2019. Co-Author, Maggie's Recipe for Life, 2017Established the Maggie Beer Foundation, 2014. MediaJudge, The Great Australian Bake Off, since 2015.Regular Guest, MasterChef Australia, current.Presenter, online cooking series Cooking with Maggie, current. Awards and recognition include: Honorary Doctorate, University of South Australia, 2016.Postage Stamp, Australia Post Australian Legends Award, 2014.Honorary Doctorate of Business, Macquarie University, 2013.Member of the Order of Australia, 2012."
2010468,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Professor Ary Anthony HOFFMANN,Ary Anthony,HOFFMANN,Clifton Hill,VIC,3068,Australia Day 2022 Honours List,G,,"For eminent service to science, particularly evolutionary biology and ecological genetics, through research, mentoring and education, and to professional scientific organisations.","Bio21 Molecular Science and Biotechnology Institute, University of MelbourneGroup Head and Chair of Ecological Genetics, current. School of Biosciences, University of MelbourneNHMRC Principal Research Fellow, current.Australian Research Council, Australian Laureate Fellow, 2011-2015.Australian Research Council, Federation Fellow, 2005-2010.Director, CESAR Australian Research Council Special Research Centre, 2000-2008. CESAR (Centre for Environmental Stress and Adaptation Research), La Trobe UniversityProfessor (personal chair), 1998-2004.Director, 2000-2004. Department of Genetics and Human Variation, La Trobe UniversityProfessor, 1999 to 2005.Reader, 1992-1997.Senior Lecturer, 1989-1991.Lecturer, 1985-1989. Academia - OtherVisiting Professor: Aalborg University Denmark, University of Liverpool, Chinese Academy of Agricultural Sciences, and Jiangsu Academy of Agricultural Science.Postdoctoral Research Fellow, Department of Genetics, University of California at Davis, 1984-1985. Grains Research and Development CorporationFormer Principal Lead Researcher, Grain Pest Advisory Committee.Former Member, National Invertebrate Pest Initiative.Former Member, National Insect Resistant Management Sub-Committee. Committee and Advisory RolesDetailed Assessor, Research applications, Australian Research Council, since 2003.President, Australian Entomological Society, 2010-2012.President, Genetics Society of Australasia, 2004-2006.Member, International Union for the Conservation of Nature's (IUCN) Climate Change Specialist Group.Former Vice-President, Society for the Study of Evolution, United States of America. FellowshipsElected Fellow, Australian Academy of Science, 2004.Elected Foreign Fellow, American Academy of Arts and Sciences, 2016. Author and PublicationsAuthor of over 750 published papers.Author of three books including: Evolutionary Genetics and Environmental Stress, Oxford Science Publications, 1991.Member, Editorial Board, Evolutionary Applications, Insect Science, current. Awards and recognition include:Distinguished Alumnus, LaTrobe University, 2021.MJD White Medal, Genetics Society of Australasia, 2019.Thomson-Reuters/Clarivate Highly Cited Researcher, Ecology and Evolution, 2018.Thomson-Reuters/Clarivate Highly Cited Researcher, Plant and Animal Science, 2018.Honorary Doctorate, Aalborg University, Denmark, 2017.Eureka Prize, for Infectious Disease Research, Australian Museum, 2013.Storer Lectureship, by University of California, Davis, United States of America, 2013.Woodward Medal for Research, University of Melbourne, 2012.McAlpine Award, Department of Primary Industry, 2007.Mackerras Medal, Australian Entomological Society, 2004.Theodosius Dobzhansky Award, Society for the Study of Evolution, 1987.Young Investigator Prize, American Society of Naturalists, 1987. "
2010275,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Distinguished Professor James Langham DALE AO,James Langham,DALE,Moggill,QLD,4070,Australia Day 2022 Honours List,G,,"For eminent service to agricultural science, particularly through biological and biotechnological research and development, leadership, and to gene technology.","Queensland University of TechnologyDeveloper, genetically modified pro-vitamin-A-enriched bananas, since 2005.Developer, Panama Tropical Race 4 (TR4) disease-resistant Cavendish bananas, since 2017.Program Leader, Banana Biotechnology, Centre for Agriculture and the Bioeconomy, Faculty of Science (formerly Centre for Tropical Crops and Biocommodities), current.Partner, Syngenta Centre for Sugarcane Biofuels Development, since 2008.Leader, Grand Challenges in Global Health, Bill and Melinda Gates Foundation Project, since 2005. Distinguished Professor, since 2008.Australian Research CouncilChair, Biological Sciences and Biotechnology Panel, 2006.Member, College of Experts, 2004-2006.Australian Academy of Technology and EngineeringMember, Agriculture Forum, current.Fellow, since 2014.OtherMember, Gene Technology Technical Advisory Committee, Office of the Gene Technology Regulator, Department of Health, 2001-2007.Awards and recognition include:Queensland Senior Australian of the Year, 2019.Queensland Great Award, Queensland Government, 2015.'Super Banana' named one of Time Magazine's 25 Best Inventions of 2014.Appointed an Officer of the Order of Australia, 2004."
2010276,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Mr John Malcolm WYLIE AM,John Malcolm,WYLIE,Elsternwick,VIC,3185,Australia Day 2022 Honours List,G,,"For eminent service to the community through leadership in the sporting, cultural, philanthropic and business sectors.","Sports Australia (formerly Australian Sports Commission) including Australian Institute of SportChair, 2012-2020.Led board agenda to advance women's sport, Paralympic sport and reform of national sports organisations. Sports AppointmentsChair, Melbourne Cricket Ground Trust, 1998-2013.Chair, Melbourne Cricket Ground Redevelopment Steering Committee for 2006 Commonwealth Games, 2000-2006.Board Member, Victorian Olympic Council Finance Committee, 2009-2013.Deputy Chair, Melbourne Stars Big Bash Cricket League franchise, 2012-2019.John and Myriam Wylie FoundationCo-Founder and Director, since 2011.Founder, Tanarra Philanthropic Advisers, 2017.Benefactor, State Library Victoria, 2016.Benefactor, Boisbouvier Chair, Australian Centre, Faculty of Arts, The University of Melbourne, 2015.Benefactor, Queensland Rhodes Scholarship, 2013.Supporter of a range of organisations including Teach for Australia, The Aurora Foundation, YMCA Bridge Melbourne, Paralympics Australia and Australian Sports Foundation. Library Board of VictoriaPresident, 2012-2021.Chair, Vision 2020 Redevelopment Project Steering Committee and associated fundraising, 2015-2020.Emeritus Ambassador, since 2021. Florey Neurosciences InstituteBoard Member, 2005-2009.Honorary Treasurer, 2007-2009.OtherTrustee, Global Rhodes Scholarship Trust, University of Oxford, 2010-2019 and Trustee Emeritus, since 2019.Chair, Rhodes Scholarship in Australia, 2010-2014.Member, Finance and Planning Committee, Melbourne Grammar School, 2010-2016. Director, Endowment Fund, The University of Queensland, 2010-2014. Awards and recognition include:Appointed a Member of the Order of Australia, 2007.Co-recipient (together with spouse), Creative Partnerships Philanthropy Leadership Award, 2021.University of Queensland Vice-Chancellor's Alumni Excellence Award, 2019."
2010269,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Dr Graeme MOAD,Graeme,MOAD,Sassafras,VIC,3787,Australia Day 2022 Honours List,G,,"For eminent service to science, particularly polymer design and synthesis and radical polymerization, education through mentoring, and to professional scientific organisations.","Commonwealth Scientific and Industrial Research Organisation (CSIRO)CSIRO Fellow, since 2015.Project Leader, More Energy Efficient Smart Windows, RAFT Electrochemistry, and Strategic Polymer Synthesis, current.Chief Research Scientist, 1999-2015.Senior Principal Research Scientist, 1993-1999.Principal Research Scientist, 1988-1993.Senior Research Scientist, 1982-1988.Research Scientist, 1979-1982. Polymer Division, Royal Australian Chemical InstituteChairman, 1999-2001.Chairman Elect, 1998-1999.Secretary, 1996-1998.Fellow, since 1992. Pacific Polymer FederationCouncillor for Australia, 2003-2011.Vice-President, 2006-2008. International Union of Pure and Applied ChemistryAustralian Representative, Polymer Division, current.Titular Member, 2011-2014.Associate Member, 2015-2021.Member, subcommittees for Polymer Terminology, Modelling of Polymerization Kinetics and Processes, and Polymer Education, current.Polymer Division Representative, International Committee for Terminology, Nomenclature and Standards, current. EducationAdjunct Professor, Department of Materials Science and Engineering, Monash University, since 2012.Adjunct Professor, University of New England, 2014-2019.Fellow, Institute of Advanced Studies, Warwick University, UK, since 2015.Honorary Professor, Beijing University of Chemical Technology, since 2015. Research and PublicationsResearcher, Cooperative Research Centre for Polymers, 1992-2017.The Chemistry of Radical Polymerization,1995, 2005 and 2022 (3rd edition submitted 2021).Author/Co-Author of over 200 publications.Co-inventor of 37 patent families. Australian Academy of SciencesFellow, 2012. Australian Academy of Technology and Engineering.Fellow, 2021.Awards and recognition include:David Craig Medal, Australian Academy of Science, 2020.Newton-Turner Award, CSIRO, 2015.Clunies-Ross Award, Australian Academy of Technology and Engineering, 2014 (Joint winner).Thomson Reuters Citation Laureate, 2014 (Joint winner).Battaerd-Jordon Polymer Medal, Polymer Division, Royal Australian Chemical Institute, 2012.Chairman's Award for Excellence in Commercialisation, Cooperative Research Centre for Polymers, 2008, 2004 and 2003."
2009791,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Dr Alan Simon FINKEL AO,Alan Simon,FINKEL,South Yarra,VIC,3141,Australia Day 2022 Honours List,G,,"For eminent service to science, to national energy innovation and research infrastructure capability, to climate change and COVID-19 response initiatives, and to science and engineering education.","Office of the Chief Scientist, Department of Industry, Innovation and ScienceChief Scientist of Australia, 2016-2020.Executive Officer, National Science and Technology Council, since 2016 (formerly known as the Commonwealth Science Council).Chair and Founder, Rapid Research Information Forum, since 2020 (COVID-19 response). Other Government AppointmentsSpecial Adviser to the Australian Government for Low Emissions Technology, since 2021.Chair, Ministerial Reference Group, Technology Investment Roadmap, since 2020.Leader, Australian Government's Ventilator Taskforce, 2020 (COVID19 response).Deputy Chair, Industry Innovation and Science Australia, since 2016.Other AppointmentsChair, Selection Committee, Prime Minister's Prize for Science, since 2013.Member, STEM Academy Strategic Advisory Board, University of Sydney, since 2014.Member, National Climate Science Advisory Committee, since 2017.Member, ARC Engagement and Impact Steering Committee, 2016-2017.Plenary Speaker, 6th World Congress on Research Integrity, Hong Kong, 2019.President, Australian Council of Learned Academies, 2015. ReviewsChair, Expert Advisory Panel, Climate and Disaster Resilience Report, since 2020.Chair, National Hydrogen Strategy Review, 2018-2019.Co-Chair, The Innovation Metrics Review, 2019.Chair, STEM Partnerships Forum Report Response, 2018.Chair, Independent Review into the Future Security of the National Electricity Market (Finkel Review), 2017.Chair, National Research Infrastructure Roadmap, 2016.Co-Chair, Research and Development Tax Incentive Review, 2016.Member, Climate Change Authority Review, 2016. PhilanthropyChairman, Trustees of the Finkel Foundation, since 2002.Benefactor, Australian Academy of Science, current.BusinessChair, Stile Education, since 2021 and Founder and Chief Executive Officer, 2012-2015.Executive Chairman, Manhattan Investment Group, since 2004. Professional AffiliationsPatron, Banksia Foundation, since 2021.Patron, In2Science, since 2011.Patron, Australian Course in Advanced Neuroscience, since 2012.Patron, Australian Science Media Centre, since 2012.Member, Australian Neuroscience Society, current.Member, American Society for Neuroscience, current.Honorary Fellow, Engineers Australia, 2016.Fellow, Australian Academy of Health and Medical Sciences, since 2015.Fellow, Institute of Electrical and Electronic Engineers (IEEE), USA, current.Fellow, National Academy of Inventors, USA, current.Fellow, Australian Academy of Science, current.Fellow, Australian Academy of Technology and Engineering, current.Fellow, ASEAN Academy of Engineering and Technology, current.Bragg Member, Royal Institution of Australia, current.Trustee, Royal Society of Victoria, current. Awards and recognition include:Appointed an Officer of the Order of Australia, 2014.David Dewhurst Award for Biomedical Engineering Excellence, 2019.Joseph F Keithley Award in Instrumentation and Measurement, 2019.Peter Nicol Russell Memorial Medal, Engineers Australia, 2018.Doctor of Letters, Macquarie University, 2018.Doctor of Law, Monash University, 2017.M A Sargent Medal, Electrical College of Engineers Australia, 2016.Victorian of the Year, 2016.Mountbatten Medal, Institution of Engineering and Technology, 2015."
2010509,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Distinguished Professor Jennifer Marshall GRAVES AO,Jennifer Marshall,GRAVES,Eltham,VIC,3095,Australia Day 2022 Honours List,G,,"For eminent service to science, particularly through leadership and research in evolutionary genetics, to international and national professional societies, for science education in schools, and as a mentor and role model for women.","La Trobe UniversityDistinguished Professor of Genetics, since 2011.Vice-Chancellor's Fellow, since 2017. Research and PublicationsEvolutionary geneticist, whose research has led to new theories of the origin and evolution of human sex chromosomes and sex determining genes.Member, Working Party, Earth Biogenome Project, current.Trustee and former Council Member, Vertebrate Genome Project, current.Founding Member, Genome 10k, 2012-2016.Author/Co-Author, 80 works, since 2010.Member, Editorial Board, Genome Biology, since 2009. Australian Academy of ScienceForeign Secretary, 2006-2010.Secretary for Education and Public Affairs, 2010-2013.Council Member, 2006-2013. Education OtherThinker-in-Residence, Institute of Applied Ecology, University of Canberra, since 2011.Council Member, National Youth Science Forum, since 2015.Professor Emeritus, Australian National University, since 2011, and Professor, Research School of Biological Sciences, 2001-2011.Professorial Fellow, University of Melbourne, 2001-2015.Member, Advisory Board, Choose Maths, 2015-2021.Contributor, school science programs and festivals.Founding Member, Special Committee for Women in Science and Engineering, Association of Academies and Societies of Sciences in Asia. Advisory BoardsMember, Strategic Advisory Committee, Chinese Academy of Science, Institute of Zoology, since 2020.Member, Advisory Board, Allan Wilson Centre for Ecology and Evolution, NZ, 2009-2016.Member, Advisory Board, Centre for Reproductive Genomics, Otago-AgResearch, NZ, 2008-2011. Awards and Recognition include:Elected Fellow, Royal Society of Victoria, 2020.Honorary Doctor of Science, Australian National University, 2019.Elected International Member, National Academy of Sciences, USA, 2019.Julian Wells Medal, Lorne Genome Conference, 2017.Prime Minister's Prize for Science, 2017.Appointed an Officer of the Order of Australia, 2010."
2010544,01/26/2022 00:00:00 +00:00,Companion of the Order of Australia,AC,OA,0,,Dr Helen Marion NUGENT AO,Helen Marion,NUGENT,Darling Point,NSW,2027,Australia Day 2022 Honours List,G,,"For eminent service to people with disability through leadership of social and economic policy reform and implementation, to business, to the arts, and to the community.","Disability and HealthChairman, National Disability Insurance Agency, since 2017.Director, Garvan Institute for Medical Research, since 2014. National Portrait GalleryChairman, since 2011.Director, since 2009.Member, Foundation Board, current. Cranbrook SchoolPresident, 2010-2016.Director, 1993-2016. Education - OtherChancellor, Bond University, 2009-2016.Member, Bradley Review, 2008.Member, AGSM and Australian Business School Advisory Council, 2004-2009. Corporate GovernanceMember, ASX Corporate Governance Council, 2013-2016.Member, Director Advisory Panel, Australian Securities and Investments Commission, 2013-2016. Non-Executive Director RolesChairman, Ausgrid, since 2017.Chairman, Australian Rail Track Corporation, 2015-2018.Chairman, Veda Group, 2013-2017.Chairman, Funds SA, 2000-2015.Chairman, Swiss Re (Australia) (Life & Health), 2001-2010.Chairman, Swiss Re (Australia), 2001-2005 and Member, Advisory Board, 2005-2010.Interim Executive Chairman, Hudson Australia, 2006-2008.Non-Executive Director, TPG Telecom, since 2020.Non-Executive Director, IAG, since 2016.Non-Executive Director, Macquarie Group and Macquarie Bank, 1999-2014.Non-Executive Director, Origin Energy, 2003-2017.Non-Executive Director, Freehills, 2003-2013.Non-Executive Director, Economic Development Board of South Australia, 2004-2010. Community and The ArtsChairman, National Opera Review, 2015-2016.Member, Australian Olympic Foundation, since 2011.Member, Council for Multicultural Affairs, 2000-2006.Member, Chief Executive Women, since 1994.Member, Harvard Club of Australia, since 1992. Awards and recognition include:Appointed an Officer of the Order of Australia, 2004.Centenary Medal, 2001.Honorary Doctorate, Bond University, 2018.Honorary Doctorate in Business, University of Queensland, 2009.Richard Pratt Business Arts Leadership Award, 2013.Order of Merit by Australian Olympic Committee, 2021."
2010777,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Chief Petty Officer Bradley Francis BESSELL,Bradley Francis,BESSELL,,,,Australia Day 2022 Honours List,,Royal Australian Navy,"For meritorious achievement and contributions to the Marine Technician Initial Employment Training Project Team, HMAS Cerberus."," Chief Petty Officer Bessell applied outstanding strategic awareness, interpersonal skills, technical prowess and training development experience to redevelop Marine Technician training, thereby directly improving the flexibility of delivery and raising the overall technical competence of graduates. His contribution improved baseline technical capability across the Navy whilst the increased training location options has contributed to endeavours to reduce the separation rate within the Marine Technician cohort. "
2010778,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Lieutenant Michael David LORING RAN,Michael David,LORING,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious devotion to duty as the Staff Officer Safety in Shore Force.," Lieutenant Loring's commitment and innovation significantly improved safety across the Navy. His ability to deal with complex investigations and develop remediation plans, has ensured the maintenance of critical emergency capabilities and reduced the amount and severity of safety incidents in Navy. The establishment of the Shore Force Safety and Environmental system has substantially reduced administrative burdens and enhanced Navy's reputation for safety excellence. "
2010779,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Commander Brandon Justin IKIMAU RAN,Brandon Justin,IKIMAU,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious devotion to duty in the fields of Navy Health and Amphibious Task Group operations.," Commander Ikimau demonstrated exceptional leadership as Senior Health Officer in the Australian Amphibious Headquarters. His professional knowledge and tactical acumen contributed directly to the success of National disaster responses by the Navy. Commander Ikimau's specialist and generalist abilities contributed to the Australian Amphibious Task Group, the Royal Australian Navy and the Australian Defence Force. "
2010780,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Wing Commander Lynette Jayne HORNE,Lynette Jayne,HORNE,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious achievement in support of development and management of the Delamere Air Weapons Range.,"Wing Commander Horne's outstanding achievements, conspicuous dedication and continuous professionalism as the Officer-In-Charge of the Delamere Air Weapons Range directly contributed to the return of the range to full operating capability ahead of schedule. Her sustained efforts in a remote environment ensured the success of concurrent redevelopment projects that will realise ongoing benefits to the Australian Defence Force and joint collective training programs while ensuring the reputation of Defence in this strategic location is enhanced."
2010781,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Wing Commander Callum Ross CARMICHAEL,Callum Ross,CARMICHAEL,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious achievement in cyber operations in Headquarters Joint Operations Command for the Australian Defence Force.," Wing Commander Carmichael's outstanding dedication and professional mastery in cyber systems at Headquarters Joint Operations Command have resulted in a range of exceptional achievements through his commitment and leadership across niche, specialised domains. His ability to think creatively, act collaboratively and bring together disparate and compartmented elements to achieve operational success has been outstanding, and directly contributed to the conduct of operations through new, specialised technological capabilities that allow Australia to fight and win in cyber space. "
2010782,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two Aaron Robert JOHNSTON,Aaron Robert,JOHNSTON,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious devotion to duty as the Senior Instructor and Subject Matter Expert Army Combative, Headquarters 7th Combat Brigade."," Warrant Officer Johnston is an exceptional soldier who has provided dedicated service during the implementation of Army Combative in the delivery of training through the establishment of training teams and facilities across Defence. He has consistently demonstrated outstanding leadership, initiative and devotion to duty, driving the delivery of the Army Combative skillset as part of the wider Army Combat Behaviours. His sustained meritorious devotion to duty has ensured that Army Combative have become integral to the combat mindset and therefore Army combat capability. "
2010783,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Sergeant Peter William OWENS,Peter William,OWENS,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious achievement in radio frequency countermeasures development and electronic warfare specialist support for Australian Defence Force airborne platforms.," Sergeant Owens made a significant, enduring contribution to Australia's airborne electronic warfare countermeasure development through his dedication and application of highly specialised knowledge. His rare ability, extraordinary skill, and remarkable drive have significantly improved countermeasures development and validation to enhance the survivability of all Defence aviation platforms in combat threat environments. His leadership, initiative and technical excellence in electronic warfare have been inspirational in advancing Australia's airborne combat capability. "
2010784,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Squadron Leader Rebecca Lynette OLSEN,Rebecca Lynette,OLSEN,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,"For meritorious achievement as the Staff Officer Grade Two Satellite Operations at the Defence Network Operations Centre, Chief Information Officer Group."," Squadron Leader Olsen consistently applied leadership, judgement and deep technical expertise to advance Defence's satellite operations capabilities. Her meritorious achievements directly enabled operational tasking in support of Operation BUSHFIRE ASSIST, reposturing of deployed forces in the Middle East Region, increased regional presence missions, and Defence's response to the coronavirus (COVID-19) pandemic. Squadron Leader Olsen also influenced and informed a range of future satellite capability initiatives to assure enduring support for contemporary Defence operations. "
2010785,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Flight Sergeant Damian Andrew GARDINER,Damian Andrew,GARDINER,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious achievement in F-35A Lightning II stealth fighter maintenance management at Number 3 Squadron for the Royal Australian Air Force.," Flight Sergeant Gardiner displayed extraordinary technical ability and interpersonal skills in the development and implementation of essential maintenance practices during the introduction of the F-35A Lightning II at Number 3 Squadron. His continuous commitment to improving maintenance effectiveness ensured operational objectives were met, further enhancing F-35A Lightning II capability. He is an exceptional Senior Non-Commissioned Officer and maintenance practitioner who demonstrates superior judgement, conspicuous dedication and superb technical expertise."
2010786,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Wing Commander Samuel Ian HARKISS CSC,Samuel Ian,HARKISS,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious achievement in enhancing the Australian Defence Force's future maritime strike capability.," Wing Commander Harkiss is an exemplary officer who has delivered superb achievements to enhance Australia's future maritime strike capability.  His exemplary performance, devotion to duty, and successful execution of a highly complex project in such a short timespan have been superb examples for others to emulate whilst delivering an effective new military capability in support of Australia's military objectives. "
2010787,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Wing Commander  M,,M,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious devotion to duty during introduction of F-35 Lightning II air combat training operations at Number 2 Operational Conversion Unit for the Royal Australian Air Force.," Wing Commander M's exemplary dedication as Executive Officer of Number 2 Operational Conversion Unit led to the successful introduction of a safe, effective and sustainable Fifth Generation F-35A Lightning II air combat training system for the Royal Australian Air Force. His effort directly contributed to the declaration of F-35A Initial Operating Capability by the Australian Government. More importantly, through his conspicuous devotion to duty Australia now has both the capability and capacity to train world-class F-35A combat ready pilots in support of its strategic needs. "
2010788,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Squadron Leader Kathleen Maree KENNEDY,Kathleen Maree,KENNEDY,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious devotion to duty in development and implementation of the Royal Australian Air Force's professional development portal as the inaugural Content Manager.," Squadron Leader Kennedy is an officer whose focus and drive resulted in an outstanding contribution to professional development within the Royal Australian Air Force and the broader Defence organisation, through her conspicuous devotion to duty. Her pioneering approach contributed to the success of the professional development platform - The Runway, an entirely new capability within the Royal Australian Air Force that has also enabled a significant contribution to joint professional development, enhancing personnel capability across the entire Defence enterprise. "
2010789,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Lieutenant Colonel Samuel James WAITE,Samuel James,WAITE,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious devotion to duty as Commander Australian Contingent Operation MAZURKA and Chief of Operations of the Multinational Force and Observers, from 21 January 2020 to 8 February 2021."," Lieutenant Colonel Waite provided exceptional leadership during his deployment to the Multinational Force and Observers in the Sinai, Egypt. His performance as the Chief of Operations was outstanding and his compassionate leadership of the Australian contingent during a time of great hardship was exemplary. Lieutenant Colonel Waite's leadership ensured the Australian contingent remained effective, resilient and safe. He has brought great credit on himself, the Army and his actions are in keeping with the finest traditions of the Australian Defence Force. "
2010790,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two Ian Robert CLAPSON,Ian Robert,CLAPSON,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious achievement as a Range Control Officer and Technical Warrant Officer, Directorate of Operations and Training Area Management South Queensland."," Warrant Officer Clapson has consistently demonstrated outstanding innovation, technical knowledge, exemplary professionalism and unwavering dedication while serving in the Directorate of Operations and Training Area Management. His conspicuous achievement and exemplary devotion to his duties has significantly increased operational capability and training area safety. Warrant Officer Clapson's achievements are in keeping with the finest traditions of Australian Army and the Australian Defence Force. "
2010791,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Lieutenant Colonel David Laurence MARSHALL,David Laurence,MARSHALL,,,,Australia Day 2022 Honours List,,Australian Army,For meritorious devotion to duty in engineering and airworthiness management for the MRH90 helicopter at the Army Aviation Systems Program Office.," Lieutenant Colonel Marshall has made an outstanding contribution to the airworthiness and continued safe operation of the MRH90 capability. As the MRH90 Chief Engineer within the Army Aviation Systems Program Office, his inspirational leadership and extraordinary level of engineering expertise enabled the expansion of the MRH90 capability to support special operations, while also guiding airworthiness remediation activities. He is an exceptional officer who has displayed an exemplary level of personal accountability and perseverance under difficult and challenging conditions. "
2010792,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two Danny Trevor JACOBSEN,Danny Trevor,JACOBSEN,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious achievement in the performance of duty as the Company Sergeant Major, Charlie Company, 51st Battalion, Far North Queensland Regiment."," Warrant Officer Jacobsen's professionalism and judgement have significantly enhanced Army's contribution to border protection operations and Indigenous recruitment. His sustained efforts in the Torres Strait during a demanding and uncertain period directly contributed to the protection of over 5,000 people within the 18 high-risk Indigenous communities and provided employment to 50 Islanders from 10 Indigenous Communities. "
2010793,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Leading Seaman Paul Anthony DE KEIZER,Paul Anthony,DE KEIZER,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious devotion to duty as the Propulsion Supervisor for HMAS Choules.," Petty Officer (then Leading Seaman) De Keizer excelled as the Propulsion Supervisor, HMAS Choules, providing exceptional engineering support to Command. Petty Officer De Keizer's leadership, dedication, and commitment, ensured HMAS Choules propulsion systems were at all times mission ready. In turn he delivered vital engineering training, during an extremely busy and complex period, culminating in highly capable and technically proficient Marine engineers and technicians, safeguarding capability for future mission success. "
2010794,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two Joseph Howard PEDLER,Joseph Howard,PEDLER,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious achievement leading Indigenous Engagement within the Australian Army while serving at the 7th Battalion, the Royal Australian Regiment, in 2018 and 2019."," Warrant Officer Class Two Pedler displayed meritorious achievement through his work to conceive, plan and lead Indigenous Engagement. While at the 7th Battalion in 2018 and 2019 he was instrumental in planning numerous partnered military and local indigenous youth training activities and events. His remarkable initiative, vision and exceptional leadership of unit level indigenous engagement in South Australia has significantly progressed Army and Local Community relationships and established a framework for enduring indigenous and community engagement. "
